"時点","地域コード","地域","死亡数【人】","注記"
"2018年","32000","島根県","9724",""
"2019年","32000","島根県","9710",""
"2020年","32000","島根県","9585",""
"2021年","32000","島根県","9851",""
"2022年","32000","島根県","10434",""
"2023年","32000","島根県","10461",""
"2024年","32000","島根県","10440",""
"2025年","32000","島根県","10496","速報"
"1975年","33000","岡山県","13865",""
"1976年","33000","岡山県","14026",""
"1977年","33000","岡山県","13295",""
"1978年","33000","岡山県","13387",""
"1979年","33000","岡山県","13227",""
"1980年","33000","岡山県","14019",""
"1981年","33000","岡山県","13662",""
"1982年","33000","岡山県","13656",""
"1983年","33000","岡山県","14196",""
"1984年","33000","岡山県","14167",""
"1985年","33000","岡山県","14358",""
"1986年","33000","岡山県","14405",""
"1987年","33000","岡山県","13931",""
"1988年","33000","岡山県","15022",""
"1989年","33000","岡山県","14594",""
"1990年","33000","岡山県","15343",""
"1991年","33000","岡山県","15066",""
"1992年","33000","岡山県","15661",""
"1993年","33000","岡山県","15954",""
"1994年","33000","岡山県","16091",""
"1995年","33000","岡山県","16543",""
"1996年","33000","岡山県","16193",""
"1997年","33000","岡山県","16236",""
"1998年","33000","岡山県","16340",""
"1999年","33000","岡山県","17414",""
"2000年","33000","岡山県","16907",""
"2001年","33000","岡山県","16992",""
"2002年","33000","岡山県","17041",""
"2003年","33000","岡山県","17661",""
"2004年","33000","岡山県","17489",""
"2005年","33000","岡山県","18428",""
"2006年","33000","岡山県","18317",""
"2007年","33000","岡山県","18325",""
"2008年","33000","岡山県","19393",""
"2009年","33000","岡山県","18948",""
"2010年","33000","岡山県","20248",""
"2011年","33000","岡山県","20407",""
"2012年","33000","岡山県","21181",""
"2013年","33000","岡山県","21199",""
"2014年","33000","岡山県","21051",""
"2015年","33000","岡山県","21525",""
"2016年","33000","岡山県","21532",""
"2017年","33000","岡山県","21604",""
"2018年","33000","岡山県","22429",""
"2019年","33000","岡山県","21944",""
"2020年","33000","岡山県","21788",""
"2021年","33000","岡山県","22857",""
"2022年","33000","岡山県","24901",""
"2023年","33000","岡山県","25281",""
"2024年","33000","岡山県","25574",""
"2025年","33000","岡山県","25061","速報"
"1975年","34000","広島県","18057",""
"1976年","34000","広島県","18003",""
"1977年","34000","広島県","17358",""
"1978年","34000","広島県","17257",""
"1979年","34000","広島県","17470",""
"1980年","34000","広島県","18235",""
"1981年","34000","広島県","18108",""
"1982年","34000","広島県","17778",""
"1983年","34000","広島県","18552",""
"1984年","34000","広島県","18540",""
"1985年","34000","広島県","19129",""
"1986年","34000","広島県","19138",""
"1987年","34000","広島県","18716",""
"1988年","34000","広島県","19487",""
"1989年","34000","広島県","19293",""
"1990年","34000","広島県","20468",""
"1991年","34000","広島県","20566",""
"1992年","34000","広島県","21229",""
"1993年","34000","広島県","21536",""
"1994年","34000","広島県","21577",""
"1995年","34000","広島県","22650",""
"1996年","34000","広島県","21736",""
"1997年","34000","広島県","22425",""
"1998年","34000","広島県","22705",""
"1999年","34000","広島県","23735",""
"2000年","34000","広島県","23188",""
"2001年","34000","広島県","23431",""
"2002年","34000","広島県","23468",""
"2003年","34000","広島県","24290",""
"2004年","34000","広島県","24435",""
"2005年","34000","広島県","25579",""
"2006年","34000","広島県","25722",""
"2007年","34000","広島県","26070",""
"2008年","34000","広島県","27150",""
"2009年","34000","広島県","26992",""
"2010年","34000","広島県","27561",""
"2011年","34000","広島県","28608",""
"2012年","34000","広島県","29273",""
"2013年","34000","広島県","29358",""
"2014年","34000","広島県","29463",""
"2015年","34000","広島県","29880",""
"2016年","34000","広島県","29994",""
"2017年","34000","広島県","30795",""
"2018年","34000","広島県","31346",""
"2019年","34000","広島県","31237",""
"2020年","34000","広島県","30244",""
"2021年","34000","広島県","31774",""
"2022年","34000","広島県","34940",""
"2023年","34000","広島県","35563",""
"2024年","34000","広島県","35599",""
"2025年","34000","広島県","36049","速報"
"1975年","35000","山口県","11937",""
"1976年","35000","山口県","12260",""
"1977年","35000","山口県","11900",""
"1978年","35000","山口県","11817",""
"1979年","35000","山口県","11734",""
"1980年","35000","山口県","12347",""
"1981年","35000","山口県","12057",""
"1982年","35000","山口県","11674",""
"1983年","35000","山口県","12318",""
"1984年","35000","山口県","11975",""
"1985年","35000","山口県","12278",""
"1986年","35000","山口県","12293",""
"1987年","35000","山口県","12203",""
"1988年","35000","山口県","12682",""
"1989年","35000","山口県","12616",""
"1990年","35000","山口県","13265",""
"1991年","35000","山口県","13224",""
"1992年","35000","山口県","13740",""
"1993年","35000","山口県","13936",""
"1994年","35000","山口県","13589",""
"1995年","35000","山口県","14484",""
"1996年","35000","山口県","13947",""
"1997年","35000","山口県","14179",""
"1998年","35000","山口県","14826",""
"1999年","35000","山口県","15468",""
"2000年","35000","山口県","15126",""
"2001年","35000","山口県","14965",""
"2002年","35000","山口県","15085",""
"2003年","35000","山口県","15310",""
"2004年","35000","山口県","15702",""
"2005年","35000","山口県","16522",""
"2006年","35000","山口県","16415",""
"2007年","35000","山口県","16736",""
"2008年","35000","山口県","16900",""
"2009年","35000","山口県","16995",""
"2010年","35000","山口県","17646",""
"2011年","35000","山口県","17884",""
"2012年","35000","山口県","18231",""
"2013年","35000","山口県","18459",""
"2014年","35000","山口県","17910",""
"2015年","35000","山口県","18211",""
"2016年","35000","山口県","18366",""
"2017年","35000","山口県","18712",""
"2018年","35000","山口県","18836",""
"2019年","35000","山口県","19081",""
"2020年","35000","山口県","18477",""
"2021年","35000","山口県","19406",""
"2022年","35000","山口県","20687",""
"2023年","35000","山口県","21253",""
"2024年","35000","山口県","21272",""
"2025年","35000","山口県","21095","速報"
"1975年","36000","徳島県","7012",""
"1976年","36000","徳島県","7258",""
"1977年","36000","徳島県","6658",""
"1978年","36000","徳島県","6608",""
"1979年","36000","徳島県","6503",""
"1980年","36000","徳島県","7003",""
"1981年","36000","徳島県","6770",""
"1982年","36000","徳島県","6696",""
"1983年","36000","徳島県","6851",""
"1984年","36000","徳島県","6710",""
"1985年","36000","徳島県","6656",""
"1986年","36000","徳島県","6743",""
"1987年","36000","徳島県","6558",""
"1988年","36000","徳島県","6920",""
"1989年","36000","徳島県","6904",""
"1990年","36000","徳島県","7268",""
"1991年","36000","徳島県","6976",""
"1992年","36000","徳島県","7233",""
"1993年","36000","徳島県","7211",""
"1994年","36000","徳島県","7492",""
"1995年","36000","徳島県","7641",""
"1996年","36000","徳島県","7602",""
"1997年","36000","徳島県","7734",""
"1998年","36000","徳島県","7649",""
"1999年","36000","徳島県","8046",""
"2000年","36000","徳島県","7940",""
"2001年","36000","徳島県","7979",""
"2002年","36000","徳島県","7847",""
"2003年","36000","徳島県","8335",""
"2004年","36000","徳島県","8367",""
"2005年","36000","徳島県","8609",""
"2006年","36000","徳島県","8721",""
"2007年","36000","徳島県","8484",""
"2008年","36000","徳島県","8882",""
"2009年","36000","徳島県","8719",""
"2010年","36000","徳島県","9307",""
"2011年","36000","徳島県","9435",""
"2012年","36000","徳島県","9781",""
"2013年","36000","徳島県","10014",""
"2014年","36000","徳島県","9853",""
"2015年","36000","徳島県","9847",""
"2016年","36000","徳島県","9855",""
"2017年","36000","徳島県","10207",""
"2018年","36000","徳島県","10011",""
"2019年","36000","徳島県","10126",""
"2020年","36000","徳島県","9886",""
"2021年","36000","徳島県","10465",""
"2022年","36000","徳島県","10968",""
"2023年","36000","徳島県","11263",""
"2024年","36000","徳島県","11333",""
"2025年","36000","徳島県","11261","速報"
"1975年","37000","香川県","7312",""
"1976年","37000","香川県","7594",""
"1977年","37000","香川県","7151",""
"1978年","37000","香川県","7421",""
"1979年","37000","香川県","7006",""
"1980年","37000","香川県","7418",""
"1981年","37000","香川県","7222",""
"1982年","37000","香川県","7336",""
"1983年","37000","香川県","7560",""
"1984年","37000","香川県","7452",""
"1985年","37000","香川県","7516",""
"1986年","37000","香川県","7606",""
"1987年","37000","香川県","7458",""
"1988年","37000","香川県","8091",""
"1989年","37000","香川県","8098",""
"1990年","37000","香川県","8339",""
"1991年","37000","香川県","8542",""
"1992年","37000","香川県","8658",""
"1993年","37000","香川県","8603",""
"1994年","37000","香川県","8659",""
"1995年","37000","香川県","8863",""
"1996年","37000","香川県","8852",""
"1997年","37000","香川県","8959",""
"1998年","37000","香川県","9104",""
"1999年","37000","香川県","9325",""
"2000年","37000","香川県","9433",""
"2001年","37000","香川県","9169",""
"2002年","37000","香川県","9454",""
"2003年","37000","香川県","9556",""
"2004年","37000","香川県","9709",""
"2005年","37000","香川県","10265",""
"2006年","37000","香川県","10241",""
"2007年","37000","香川県","10428",""
"2008年","37000","香川県","10645",""
"2009年","37000","香川県","10639",""
"2010年","37000","香川県","11064",""
"2011年","37000","香川県","11316",""
"2012年","37000","香川県","11369",""
"2013年","37000","香川県","11512",""
"2014年","37000","香川県","11503",""
"2015年","37000","香川県","11593",""
"2016年","37000","香川県","11908",""
"2017年","37000","香川県","11894",""
"2018年","37000","香川県","12169",""
"2019年","37000","香川県","12148",""
"2020年","37000","香川県","12183",""
"2021年","37000","香川県","12329",""
"2022年","37000","香川県","13552",""
"2023年","37000","香川県","13653",""
"2024年","37000","香川県","13778",""
"2025年","37000","香川県","13573","速報"
"1975年","38000","愛媛県","11651",""
"1976年","38000","愛媛県","11867",""
"1977年","38000","愛媛県","11362",""
"1978年","38000","愛媛県","11187",""
"1979年","38000","愛媛県","11094",""
"1980年","38000","愛媛県","11319",""
"1981年","38000","愛媛県","11663",""
"1982年","38000","愛媛県","11011",""
"1983年","38000","愛媛県","11574",""
"1984年","38000","愛媛県","11598",""
"1985年","38000","愛媛県","11547",""
"1986年","38000","愛媛県","11613",""
"1987年","38000","愛媛県","11468",""
"1988年","38000","愛媛県","11956",""
"1989年","38000","愛媛県","11753",""
"1990年","38000","愛媛県","12458",""
"1991年","38000","愛媛県","12765",""
"1992年","38000","愛媛県","12775",""
"1993年","38000","愛媛県","13010",""
"1994年","38000","愛媛県","12975",""
"1995年","38000","愛媛県","13509",""
"1996年","38000","愛媛県","13295",""
"1997年","38000","愛媛県","13476",""
"1998年","38000","愛媛県","13683",""
"1999年","38000","愛媛県","14295",""
"2000年","38000","愛媛県","13757",""
"2001年","38000","愛媛県","13985",""
"2002年","38000","愛媛県","14008",""
"2003年","38000","愛媛県","14715",""
"2004年","38000","愛媛県","14664",""
"2005年","38000","愛媛県","15469",""
"2006年","38000","愛媛県","15335",""
"2007年","38000","愛媛県","15427",""
"2008年","38000","愛媛県","15777",""
"2009年","38000","愛媛県","15670",""
"2010年","38000","愛媛県","16344",""
"2011年","38000","愛媛県","16950",""
"2012年","38000","愛媛県","17216",""
"2013年","38000","愛媛県","17480",""
"2014年","38000","愛媛県","17529",""
"2015年","38000","愛媛県","17585",""
"2016年","38000","愛媛県","17734",""
"2017年","38000","愛媛県","18149",""
"2018年","38000","愛媛県","18207",""
"2019年","38000","愛媛県","18281",""
"2020年","38000","愛媛県","18036",""
"2021年","38000","愛媛県","18770",""
"2022年","38000","愛媛県","19993",""
"2023年","38000","愛媛県","20265",""
"2024年","38000","愛媛県","20407",""
"2025年","38000","愛媛県","20068","速報"
"1975年","39000","高知県","7806",""
"1976年","39000","高知県","7872",""
"1977年","39000","高知県","7382",""
"1978年","39000","高知県","7407",""
"1979年","39000","高知県","7528",""
"1980年","39000","高知県","7435",""
"1981年","39000","高知県","7456",""
"1982年","39000","高知県","7518",""
"1983年","39000","高知県","7417",""
"1984年","39000","高知県","7314",""
"1985年","39000","高知県","7311",""
"1986年","39000","高知県","7170",""
"1987年","39000","高知県","7014",""
"1988年","39000","高知県","7477",""
"1989年","39000","高知県","7159",""
"1990年","39000","高知県","7684",""
"1991年","39000","高知県","7561",""
"1992年","39000","高知県","7876",""
"1993年","39000","高知県","8281",""
"1994年","39000","高知県","7793",""
"1995年","39000","高知県","8093",""
"1996年","39000","高知県","7855",""
"1997年","39000","高知県","7974",""
"1998年","39000","高知県","8076",""
"1999年","39000","高知県","8648",""
"2000年","39000","高知県","8306",""
"2001年","39000","高知県","8308",""
"2002年","39000","高知県","8393",""
"2003年","39000","高知県","8493",""
"2004年","39000","高知県","8723",""
"2005年","39000","高知県","9119",""
"2006年","39000","高知県","8927",""
"2007年","39000","高知県","9071",""
"2008年","39000","高知県","9452",""
"2009年","39000","高知県","9437",""
"2010年","39000","高知県","9769",""
"2011年","39000","高知県","9884",""
"2012年","39000","高知県","10142",""
"2013年","39000","高知県","10244",""
"2014年","39000","高知県","9984",""
"2015年","39000","高知県","10020",""
"2016年","39000","高知県","10305",""
"2017年","39000","高知県","10150",""
"2018年","39000","高知県","10251",""
"2019年","39000","高知県","10317",""
"2020年","39000","高知県","9998",""
"2021年","39000","高知県","10423",""
"2022年","39000","高知県","11472",""
"2023年","39000","高知県","11438",""
"2024年","39000","高知県","11439",""
"2025年","39000","高知県","11206","速報"
"1975年","40000","福岡県","27576",""
"1976年","40000","福岡県","28123",""
"1977年","40000","福岡県","27394",""
"1978年","40000","福岡県","27515",""
"1979年","40000","福岡県","27874",""
"1980年","40000","福岡県","29517",""
"1981年","40000","福岡県","28660",""
"1982年","40000","福岡県","28538",""
"1983年","40000","福岡県","29777",""
"1984年","40000","福岡県","30215",""
"1985年","40000","福岡県","30888",""
"1986年","40000","福岡県","30552",""
"1987年","40000","福岡県","30786",""
"1988年","40000","福岡県","32329",""
"1989年","40000","福岡県","32247",""
"1990年","40000","福岡県","33595",""
"1991年","40000","福岡県","33973",""
"1992年","40000","福岡県","34639",""
"1993年","40000","福岡県","35875",""
"1994年","40000","福岡県","34902",""
"1995年","40000","福岡県","37158",""
"1996年","40000","福岡県","35798",""
"1997年","40000","福岡県","36884",""
"1998年","40000","福岡県","38018",""
"1999年","40000","福岡県","39905",""
"2000年","40000","福岡県","38505",""
"2001年","40000","福岡県","38640",""
"2002年","40000","福岡県","39414",""
"2003年","40000","福岡県","40770",""
"2004年","40000","福岡県","41144",""
"2005年","40000","福岡県","42675",""
"2006年","40000","福岡県","43270",""
"2007年","40000","福岡県","43919",""
"2008年","40000","福岡県","45134",""
"2009年","40000","福岡県","44879",""
"2010年","40000","福岡県","46996",""
"2011年","40000","福岡県","48112",""
"2012年","40000","福岡県","48957",""
"2013年","40000","福岡県","49456",""
"2014年","40000","福岡県","49317",""
"2015年","40000","福岡県","50262",""
"2016年","40000","福岡県","51011",""
"2017年","40000","福岡県","52531",""
"2018年","40000","福岡県","53309",""
"2019年","40000","福岡県","54099",""
"2020年","40000","福岡県","53273",""
"2021年","40000","福岡県","56410",""
"2022年","40000","福岡県","61302",""
"2023年","40000","福岡県","62153",""
"2024年","40000","福岡県","62933",""
"2025年","40000","福岡県","62855","速報"
"1975年","41000","佐賀県","6728",""
"1976年","41000","佐賀県","7094",""
"1977年","41000","佐賀県","6600",""
"1978年","41000","佐賀県","6692",""
"1979年","41000","佐賀県","6414",""
"1980年","41000","佐賀県","6873",""
"1981年","41000","佐賀県","6724",""
"1982年","41000","佐賀県","6603",""
"1983年","41000","佐賀県","6922",""
"1984年","41000","佐賀県","6832",""
"1985年","41000","佐賀県","6811",""
"1986年","41000","佐賀県","6632",""
"1987年","41000","佐賀県","6655",""
"1988年","41000","佐賀県","6954",""
"1989年","41000","佐賀県","6867",""
"1990年","41000","佐賀県","7260",""
"1991年","41000","佐賀県","7387",""
"1992年","41000","佐賀県","7418",""
"1993年","41000","佐賀県","7504",""
"1994年","41000","佐賀県","7308",""
"1995年","41000","佐賀県","7947",""
"1996年","41000","佐賀県","7517",""
"1997年","41000","佐賀県","7860",""
"1998年","41000","佐賀県","7853",""
"1999年","41000","佐賀県","7912",""
"2000年","41000","佐賀県","7899",""
"2001年","41000","佐賀県","7815",""
"2002年","41000","佐賀県","7817",""
"2003年","41000","佐賀県","8146",""
"2004年","41000","佐賀県","8214",""
"2005年","41000","佐賀県","8546",""
"2006年","41000","佐賀県","8447",""
"2007年","41000","佐賀県","8787",""
"2008年","41000","佐賀県","8983",""
"2009年","41000","佐賀県","8831",""
"2010年","41000","佐賀県","9212",""
"2011年","41000","佐賀県","9472",""
"2012年","41000","佐賀県","9676",""
"2013年","41000","佐賀県","9640",""
"2014年","41000","佐賀県","9732",""
"2015年","41000","佐賀県","9702",""
"2016年","41000","佐賀県","9725",""
"2017年","41000","佐賀県","9974",""
"2018年","41000","佐賀県","10112",""
"2019年","41000","佐賀県","9967",""
"2020年","41000","佐賀県","9963",""
"2021年","41000","佐賀県","10145",""
"2022年","41000","佐賀県","11204",""
"2023年","41000","佐賀県","11199",""
"2024年","41000","佐賀県","11381",""
"2025年","41000","佐賀県","11255","速報"
"1975年","42000","長崎県","11897",""
"1976年","42000","長崎県","11967",""
"1977年","42000","長崎県","11798",""
"1978年","42000","長崎県","11597",""
"1979年","42000","長崎県","11630",""
"1980年","42000","長崎県","11886",""
"1981年","42000","長崎県","12012",""
"1982年","42000","長崎県","11895",""
"1983年","42000","長崎県","11738",""
"1984年","42000","長崎県","11702",""
"1985年","42000","長崎県","11918",""
"1986年","42000","長崎県","11589",""
"1987年","42000","長崎県","11429",""
"1988年","42000","長崎県","11848",""
"1989年","42000","長崎県","12126",""
"1990年","42000","長崎県","12475",""
"1991年","42000","長崎県","12606",""
"1992年","42000","長崎県","12698",""
"1993年","42000","長崎県","13211",""
"1994年","42000","長崎県","12672",""
"1995年","42000","長崎県","13605",""
"1996年","42000","長崎県","12938",""
"1997年","42000","長崎県","12983",""
"1998年","42000","長崎県","13343",""
"1999年","42000","長崎県","13882",""
"2000年","42000","長崎県","13519",""
"2001年","42000","長崎県","13430",""
"2002年","42000","長崎県","13805",""
"2003年","42000","長崎県","14152",""
"2004年","42000","長崎県","14187",""
"2005年","42000","長崎県","14866",""
"2006年","42000","長崎県","14941",""
"2007年","42000","長崎県","15310",""
"2008年","42000","長崎県","15697",""
"2009年","42000","長崎県","15491",""
"2010年","42000","長崎県","16303",""
"2011年","42000","長崎県","16645",""
"2012年","42000","長崎県","16784",""
"2013年","42000","長崎県","17225",""
"2014年","42000","長崎県","17091",""
"2015年","42000","長崎県","16855",""
"2016年","42000","長崎県","17071",""
"2017年","42000","長崎県","17515",""
"2018年","42000","長崎県","17714",""
"2019年","42000","長崎県","17612",""
"2020年","42000","長崎県","17646",""
"2021年","42000","長崎県","18248",""
"2022年","42000","長崎県","19309",""
"2023年","42000","長崎県","19723",""
"2024年","42000","長崎県","19969",""
"2025年","42000","長崎県","19685","速報"
"1975年","43000","熊本県","13868",""
"1976年","43000","熊本県","13732",""
"1977年","43000","熊本県","13159",""
"1978年","43000","熊本県","13136",""
"1979年","43000","熊本県","13142",""
"1980年","43000","熊本県","13594",""
"1981年","43000","熊本県","13411",""
"1982年","43000","熊本県","13219",""
"1983年","43000","熊本県","13675",""
"1984年","43000","熊本県","13382",""
"1985年","43000","熊本県","13683",""
"1986年","43000","熊本県","13706",""
"1987年","43000","熊本県","13480",""
"1988年","43000","熊本県","14329",""
"1989年","43000","熊本県","14008",""
"1990年","43000","熊本県","14536",""
"1991年","43000","熊本県","14623",""
"1992年","43000","熊本県","14740",""
"1993年","43000","熊本県","15475",""
"1994年","43000","熊本県","14713",""
"1995年","43000","熊本県","15389",""
"1996年","43000","熊本県","14723",""
"1997年","43000","熊本県","15298",""
"1998年","43000","熊本県","15495",""
"1999年","43000","熊本県","16810",""
"2000年","43000","熊本県","15973",""
"2001年","43000","熊本県","16017",""
"2002年","43000","熊本県","16558",""
"2003年","43000","熊本県","17069",""
"2004年","43000","熊本県","17076",""
"2005年","43000","熊本県","17906",""
"2006年","43000","熊本県","18084",""
"2007年","43000","熊本県","18375",""
"2008年","43000","熊本県","18951",""
"2009年","43000","熊本県","18505",""
"2010年","43000","熊本県","19219",""
"2011年","43000","熊本県","20008",""
"2012年","43000","熊本県","20565",""
"2013年","43000","熊本県","20237",""
"2014年","43000","熊本県","20461",""
"2015年","43000","熊本県","20692",""
"2016年","43000","熊本県","21379",""
"2017年","43000","熊本県","21588",""
"2018年","43000","熊本県","21380",""
"2019年","43000","熊本県","21670",""
"2020年","43000","熊本県","21156",""
"2021年","43000","熊本県","22093",""
"2022年","43000","熊本県","24427",""
"2023年","43000","熊本県","24265",""
"2024年","43000","熊本県","24660",""
"2025年","43000","熊本県","24203","速報"
"1975年","44000","大分県","9859",""
"1976年","44000","大分県","9904",""
"1977年","44000","大分県","9527",""
"1978年","44000","大分県","9593",""
"1979年","44000","大分県","9207",""
"1980年","44000","大分県","9744",""
"1981年","44000","大分県","9754",""
"1982年","44000","大分県","9311",""
"1983年","44000","大分県","9818",""
"1984年","44000","大分県","9550",""
"1985年","44000","大分県","9736",""
"1986年","44000","大分県","9776",""
"1987年","44000","大分県","9623",""
"1988年","44000","大分県","9977",""
"1989年","44000","大分県","9837",""
"1990年","44000","大分県","10224",""
"1991年","44000","大分県","10237",""
"1992年","44000","大分県","10429",""
"1993年","44000","大分県","10484",""
"1994年","44000","大分県","10266",""
"1995年","44000","大分県","10937",""
"1996年","44000","大分県","10577",""
"1997年","44000","大分県","10704",""
"1998年","44000","大分県","10859",""
"1999年","44000","大分県","11438",""
"2000年","44000","大分県","11289",""
"2001年","44000","大分県","11054",""
"2002年","44000","大分県","11211",""
"2003年","44000","大分県","11555",""
"2004年","44000","大分県","11733",""
"2005年","44000","大分県","12160",""
"2006年","44000","大分県","12092",""
"2007年","44000","大分県","12188",""
"2008年","44000","大分県","12641",""
"2009年","44000","大分県","12528",""
"2010年","44000","大分県","12988",""
"2011年","44000","大分県","13806",""
"2012年","44000","大分県","14050",""
"2013年","44000","大分県","13874",""
"2014年","44000","大分県","14066",""
"2015年","44000","大分県","13958",""
"2016年","44000","大分県","14264",""
"2017年","44000","大分県","14398",""
"2018年","44000","大分県","14492",""
"2019年","44000","大分県","14614",""
"2020年","44000","大分県","14444",""
"2021年","44000","大分県","15104",""
"2022年","44000","大分県","16266",""
"2023年","44000","大分県","16756",""
"2024年","44000","大分県","16789",""
"2025年","44000","大分県","16333","速報"
"1975年","45000","宮崎県","8266",""
"1976年","45000","宮崎県","8305",""
"1977年","45000","宮崎県","8104",""
"1978年","45000","宮崎県","8028",""
"1979年","45000","宮崎県","7976",""
"1980年","45000","宮崎県","8382",""
"1981年","45000","宮崎県","8294",""
"1982年","45000","宮崎県","8285",""
"1983年","45000","宮崎県","8635",""
"1984年","45000","宮崎県","8224",""
"1985年","45000","宮崎県","8355",""
"1986年","45000","宮崎県","8351",""
"1987年","45000","宮崎県","8285",""
"1988年","45000","宮崎県","8755",""
"1989年","45000","宮崎県","8572",""
"1990年","45000","宮崎県","8867",""
"1991年","45000","宮崎県","8853",""
"1992年","45000","宮崎県","9110",""
"1993年","45000","宮崎県","9252",""
"1994年","45000","宮崎県","9135",""
"1995年","45000","宮崎県","9846",""
"1996年","45000","宮崎県","9320",""
"1997年","45000","宮崎県","9752",""
"1998年","45000","宮崎県","9790",""
"1999年","45000","宮崎県","10141",""
"2000年","45000","宮崎県","9906",""
"2001年","45000","宮崎県","10232",""
"2002年","45000","宮崎県","10181",""
"2003年","45000","宮崎県","10641",""
"2004年","45000","宮崎県","10578",""
"2005年","45000","宮崎県","11167",""
"2006年","45000","宮崎県","11138",""
"2007年","45000","宮崎県","11361",""
"2008年","45000","宮崎県","11932",""
"2009年","45000","宮崎県","11959",""
"2010年","45000","宮崎県","12334",""
"2011年","45000","宮崎県","12980",""
"2012年","45000","宮崎県","13051",""
"2013年","45000","宮崎県","12906",""
"2014年","45000","宮崎県","13110",""
"2015年","45000","宮崎県","13494",""
"2016年","45000","宮崎県","13702",""
"2017年","45000","宮崎県","13749",""
"2018年","45000","宮崎県","13981",""
"2019年","45000","宮崎県","13788",""
"2020年","45000","宮崎県","14140",""
"2021年","45000","宮崎県","14520",""
"2022年","45000","宮崎県","16111",""
"2023年","45000","宮崎県","16212",""
"2024年","45000","宮崎県","16446",""
"2025年","45000","宮崎県","16107","速報"
"1975年","46000","鹿児島県","15404",""
"1976年","46000","鹿児島県","15680",""
"1977年","46000","鹿児島県","15161",""
"1978年","46000","鹿児島県","14852",""
"1979年","46000","鹿児島県","14992",""
"1980年","46000","鹿児島県","15497",""
"1981年","46000","鹿児島県","15179",""
"1982年","46000","鹿児島県","14771",""
"1983年","46000","鹿児島県","15557",""
"1984年","46000","鹿児島県","15190",""
"1985年","46000","鹿児島県","15519",""
"1986年","46000","鹿児島県","15136",""
"1987年","46000","鹿児島県","14838",""
"1988年","46000","鹿児島県","15928",""
"1989年","46000","鹿児島県","15213",""
"1990年","46000","鹿児島県","15850",""
"1991年","46000","鹿児島県","15805",""
"1992年","46000","鹿児島県","15970",""
"1993年","46000","鹿児島県","16279",""
"1994年","46000","鹿児島県","15986",""
"1995年","46000","鹿児島県","17272",""
"1996年","46000","鹿児島県","16531",""
"1997年","46000","鹿児島県","16453",""
"1998年","46000","鹿児島県","16709",""
"1999年","46000","鹿児島県","18060",""
"2000年","46000","鹿児島県","16993",""
"2001年","46000","鹿児島県","17445",""
"2002年","46000","鹿児島県","17473",""
"2003年","46000","鹿児島県","17800",""
"2004年","46000","鹿児島県","18200",""
"2005年","46000","鹿児島県","18980",""
"2006年","46000","鹿児島県","18828",""
"2007年","46000","鹿児島県","19493",""
"2008年","46000","鹿児島県","19943",""
"2009年","46000","鹿児島県","19498",""
"2010年","46000","鹿児島県","20294",""
"2011年","46000","鹿児島県","21047",""
"2012年","46000","鹿児島県","21281",""
"2013年","46000","鹿児島県","21162",""
"2014年","46000","鹿児島県","21413",""
"2015年","46000","鹿児島県","21354",""
"2016年","46000","鹿児島県","21610",""
"2017年","46000","鹿児島県","21833",""
"2018年","46000","鹿児島県","22106",""
"2019年","46000","鹿児島県","21834",""
"2020年","46000","鹿児島県","21501",""
"2021年","46000","鹿児島県","21979",""
"2022年","46000","鹿児島県","23925",""
"2023年","46000","鹿児島県","24217",""
"2024年","46000","鹿児島県","24426",""
"2025年","46000","鹿児島県","23656","速報"
"1975年","47000","沖縄県","5667",""
"1976年","47000","沖縄県","5336",""
"1977年","47000","沖縄県","5276",""
"1978年","47000","沖縄県","5153",""
"1979年","47000","沖縄県","5066",""
"1980年","47000","沖縄県","5348",""
"1981年","47000","沖縄県","5330",""
"1982年","47000","沖縄県","5247",""
"1983年","47000","沖縄県","5541",""
"1984年","47000","沖縄県","5349",""
"1985年","47000","沖縄県","5283",""
"1986年","47000","沖縄県","5635",""
"1987年","47000","沖縄県","5580",""
"1988年","47000","沖縄県","5772",""
"1989年","47000","沖縄県","5818",""
"1990年","47000","沖縄県","6469",""
"1991年","47000","沖縄県","6263",""
"1992年","47000","沖縄県","6665",""
"1993年","47000","沖縄県","7023",""
"1994年","47000","沖縄県","6830",""
"1995年","47000","沖縄県","7283",""
"1996年","47000","沖縄県","7038",""
"1997年","47000","沖縄県","7381",""
"1998年","47000","沖縄県","7643",""
"1999年","47000","沖縄県","7880",""
"2000年","47000","沖縄県","7946",""
"2001年","47000","沖縄県","8132",""
"2002年","47000","沖縄県","8037",""
"2003年","47000","沖縄県","8433",""
"2004年","47000","沖縄県","8610",""
"2005年","47000","沖縄県","9021",""
"2006年","47000","沖縄県","9121",""
"2007年","47000","沖縄県","9399",""
"2008年","47000","沖縄県","9492",""
"2009年","47000","沖縄県","9923",""
"2010年","47000","沖縄県","10156",""
"2011年","47000","沖縄県","10686",""
"2012年","47000","沖縄県","10626",""
"2013年","47000","沖縄県","10956",""
"2014年","47000","沖縄県","11362",""
"2015年","47000","沖縄県","11326",""
"2016年","47000","沖縄県","11706",""
"2017年","47000","沖縄県","11945",""
"2018年","47000","沖縄県","12157",""
"2019年","47000","沖縄県","12509",""
"2020年","47000","沖縄県","12390",""
"2021年","47000","沖縄県","13582",""
"2022年","47000","沖縄県","15054",""
"2023年","47000","沖縄県","15110",""
"2024年","47000","沖縄県","15458",""
